Date,WHSCC_Staff_N1,WHSCC_Staff_N2,WHSCC_NIC_E_N1,WHSCC_NIC_E_N2,WHSCC_NIC_E_N3,WHSCC_NIC_E_N4,WHSCC_NIC_E_N5,WHSCC_NIC_E_N6,WHSCC_NIC_E_N7,WHSCC_NIC_E_N8,WHSCC_NIC_E_N9,WHSCC_NIC_E_N10,WHSCC_NIC_E_N11,WHSCC_NIC_E_N12,WHSCC_NIC_N_N1,WHSCC_NIC_N_N2,WHSCC_NIC_N_N3,WHSCC_NIC_N_N4,WHSCC_NIC_N_N5,WHSCC_NIC_N_N6,WHSCC_NIC_N_N7,WHSCC_NIC_N_N8,WHSCC_NIC_N_N9,WHSCC_NIC_N_N10,WHSCC_NIC_N_N11,WHSCC_NIC_PoB_N1,WHSCC_NIC_PoB_N2,WHSCC_NIC_PoB_N3,WHSCC_NIC_PoB_N4,WHSCC_NIC_PoB_N5,WHSCC_NIC_PoB_N6,WHSCC_NIC_PoB_N7,WHSCC_NIC_PoB_N8,WHSCC_NIC_PoB_N9,WHSCC_NIC_PoB_N10,WHSCC_NIC_S_N1,WHSCC_NIC_S_N2,WHSCC_NIC_S_N3,WHSCC_NIC_S_N4,WHSCC_NIC_S_N5,WHSCC_NIC_S_N6,WHSCC_NIC_S_N7,WHSCC_NIC_S_N8,WHSCC_NIC_S_N9,WHSCC_NIC_S_N10,WHSCC_NIC_S_N11,WHSCC_NIC_S_N12,WHSCC_NIC_L_N1,WHSCC_NIC_L_N2,WHSCC_NIC_L_N3,WHSCC_NIC_L_N4,WHSCC_NIC_L_N5,WHSCC_NIC_L_N6,WHSCC_NIC_L_N7,WHSCC_NIC_L_N8,WHSCC_NIC_L_N9,WHSCC_NIC_L_N10,WHSCC_NIC_ST_N1,WHSCC_NIC_ST_N2,WHSCC_NIC_ST_N3,WHSCC_NIC_ST_N4,WHSCC_NIC_ST_N5,WHSCC_NIC_ST_N6,WHSCC_NIC_SC_N1,WHSCC_NIC_SC_N2,WHSCC_NIC_SC_N3,WHSCC_NIC_SC_N4,WHSCC_NIC_SC_N5,WHSCC_NIC_TE_N1,WHSCC_NIC_TE_N2,WHSCC_NIC_TE_N3,WHSCC_NIC_TE_N4,WHSCC_NIC_TE_N5,WHSCC_NIC_TE_N6,WHSCC_NIC_HiS_N1,WHSCC_NIC_HiS_N2,WHSCC_NIC_HiS_N3,WHSCC_NIC_HiS_N4,WHSCC_NIC_LoS_N1,WHSCC_NIC_ LoS_N2,WHSCC_NIC_ LoS_N3,WHSCC_NIC_ LoS_N4,WHSCC_NIC_WSS_N1,WHSCC_NIC_WSS_N2,WHSCC_NIC_LT_N1,WHSCC_NIC_LT_N2,WHSCC_NIC_RoI_N1,WHSCC_NIC_RoI_N2,WHSCC_AC_Total,WHSCC_AC_AvgCC,WHSCC_AC_CpBDayR,WHSCC_AC_CDpBDayR,Fin_CpBDay_Total,Fin_PH_N1,Fin_PH_N2,Fin_PH_N3,Fin_PH_N4,Fin_PH_N5,Fin_PH_N6,Fin_CSDpBDay_N1,Fin_CSDpBDay_N2,Fin_CSDpBDay_N3,Fin_CSDpBDay_N4,Fin_CSDpBDay_N5,Fin_CSDpBDay_N6,Fin_CSDpBDay_N7,Fin_CSDpBDay_N8,Fin_CSDpBDay_N9,Vol_Hours,Comments
32008,13,8,11,13,4,0,1,0,6,2,0,14,10,15,13,4,1,4,0,1,2,3,4,2,0,2,6,4,5,5,4,4,6,5,4,1,13,10,3,7,11,2,5,7,8,17,1,8,9,6,2,9,9,0,7,2,6,10,6,1,1,7,0,10,0,9,3,10,4,4,2,4,4,3,1,6,3,6,4,4,1,1,4,12,4,15,0,15,0,"$1,127.00",0.97,$647.00,"$2,130.00","6,448","8,635","7,023","3,284","5,008","9,150","$3,909.00","$14,055.00","$19,212.00","$11,066.00","$3,759.00","$10,758.00","$7,492.00","$8,293.00","$11,428.00","4,043",Comment text to 300 characters
42008,14,5,5,10,3,3,3,3,11,1,10,4,12,14,4,4,3,2,1,1,1,4,3,4,1,3,7,7,7,5,4,4,5,7,7,13,14,11,2,7,18,0,12,13,15,8,5,2,8,7,1,3,2,5,6,6,6,7,2,0,5,1,8,4,7,8,4,1,1,5,0,0,6,5,0,4,1,5,6,5,1,4,11,9,6,8,7,6,11,$894.00,0.98,$259.00,"$1,910.00","6,889","6,550","8,709","8,805","3,420",333,"$16,118.00","$12,992.00","$11,371.00","$5,875.00","$12,016.00","$15,517.00","$5,713.00","$6,172.00","$16,334.00","1,552",Comment text to 300 characters
52008,8,13,3,2,11,4,1,2,14,10,9,6,12,1,5,5,1,3,4,5,0,0,2,2,5,0,7,7,6,7,4,7,4,5,7,12,17,8,5,5,4,6,5,6,14,4,3,0,3,5,0,6,0,0,2,7,6,8,0,4,9,10,8,0,9,0,6,2,2,0,0,5,5,0,0,2,0,5,4,0,6,4,3,10,10,8,3,11,4,"$1,515.00",0.40,"$1,847.00","$2,406.00","9,074","8,565","6,380","9,328","7,406","5,429","$18,067.00","$12,251.00","$14,085.00","$20,411.00","$8,574.00","$6,657.00","$16,378.00","$12,690.00","$16,850.00",922,Comment text to 300 characters
62008,15,13,13,14,2,5,10,9,10,15,14,4,12,11,6,3,5,2,4,2,3,0,1,4,3,2,6,6,6,4,6,4,5,4,7,0,19,20,9,19,8,10,10,5,6,13,4,9,0,8,4,7,2,0,7,9,8,0,5,0,9,6,9,0,3,10,8,2,2,2,6,0,5,3,5,5,0,1,6,5,4,5,1,11,7,4,13,3,20,"$1,693.00",0.38,"$1,285.00",$435.00,"9,744","2,004","2,077","6,338","1,729","8,044","$16,001.00",$288.00,"$9,281.00",$340.00,"$19,245.00","$19,127.00","$5,595.00","$8,821.00","$2,471.00","6,460",Comment text to 300 characters
72008,11,3,13,10,14,6,13,6,14,3,7,6,6,15,2,1,2,0,3,2,5,1,3,2,3,0,7,7,7,5,6,7,4,7,4,3,19,4,13,7,14,13,14,12,13,11,19,3,9,6,0,1,1,9,2,9,4,7,9,8,9,10,5,2,10,2,0,5,2,1,6,4,6,0,6,3,2,3,5,4,4,5,14,1,7,8,11,2,15,"$1,525.00",0.67,"$1,769.00","$1,686.00","2,502","2,983","8,146","4,257","4,497","2,903","$3,593.00","$4,127.00",$675.00,"$13,736.00","$10,069.00","$13,368.00","$15,424.00","$18,525.00","$7,892.00","9,327",Comment text to 300 characters
82008,2,9,6,14,7,6,5,6,4,4,15,5,7,14,9,5,2,4,3,2,0,2,3,2,3,2,5,4,5,6,5,5,5,7,6,3,5,11,1,12,4,17,8,0,8,2,12,3,4,5,8,5,0,10,7,5,8,7,6,7,8,5,9,3,9,4,4,1,5,1,6,5,5,6,6,6,6,0,2,5,4,5,4,14,1,3,14,13,13,$308.00,0.22,"$1,114.00",$276.00,"3,705","6,526","7,067","7,304","2,705","6,485","$1,078.00","$12,007.00","$18,680.00","$5,479.00","$10,860.00","$10,736.00","$17,748.00","$18,207.00","$11,634.00","2,001",Comment text to 300 characters
92008,5,7,3,5,12,8,1,9,14,2,4,14,6,6,11,4,3,4,3,1,5,1,0,1,3,4,6,4,5,7,4,6,6,6,5,18,2,15,11,16,14,4,20,6,16,20,3,3,2,1,2,3,4,3,6,10,4,10,3,10,5,8,4,2,9,7,9,9,6,4,2,2,6,0,4,5,4,3,1,4,1,4,6,8,8,8,15,0,20,"$1,778.00",0.49,$240.00,"$1,941.00","7,821","8,480","6,002","5,142","7,016","3,737","$12,063.00",$238.00,"$8,771.00","$17,375.00","$12,461.00","$14,284.00","$13,272.00","$12,247.00","$6,329.00",662,Comment text to 300 characters
102008,5,12,6,15,7,13,6,0,0,9,9,6,0,11,15,3,3,3,5,1,5,3,0,1,2,4,4,4,7,6,4,6,7,7,6,18,5,20,7,20,18,16,20,18,20,14,20,0,3,5,4,4,4,8,7,4,5,0,8,1,7,3,2,0,10,4,0,7,0,4,3,2,2,3,6,1,4,0,4,5,2,1,10,5,12,5,5,7,24,$737.00,0.99,"$1,644.00","$1,248.00","5,298","8,813","1,441","3,572","4,226","4,624","$19,900.00","$12,767.00","$14,815.00","$9,578.00","$7,336.00","$19,815.00","$11,253.00","$3,794.00","$16,995.00",10,Comment text to 300 characters
112008,3,9,2,7,13,5,11,4,9,11,10,14,7,14,12,2,0,5,2,2,0,1,5,3,3,3,4,7,7,5,5,4,5,6,6,2,12,2,6,1,1,14,14,13,0,20,4,6,0,6,3,3,3,6,5,8,2,9,8,9,0,8,4,0,1,8,2,6,6,3,2,3,4,4,5,1,5,1,5,4,5,3,1,4,4,3,5,13,8,"$1,962.00",0.51,"$1,686.00","$2,147.00","1,865","4,194","1,675","2,533",279,"8,119","$11,039.00","$14,923.00","$19,695.00","$5,759.00","$2,549.00","$11,663.00","$20,400.00","$7,015.00","$5,612.00","8,926",Comment text to 300 characters
122008,8,9,10,11,7,3,15,1,8,5,1,5,10,10,10,1,0,2,0,5,4,3,4,4,1,0,7,5,5,7,6,5,6,6,4,20,17,6,15,9,7,7,16,16,16,18,6,9,6,7,6,1,8,10,2,9,8,7,2,1,8,4,5,5,4,5,10,3,1,3,3,1,6,5,6,6,1,4,2,2,6,5,8,5,9,10,3,6,5,"$2,459.00",0.85,$784.00,"$1,251.00","3,820","5,093","7,080","9,085","2,927","8,150","$6,780.00","$11,606.00","$13,599.00","$6,057.00","$4,676.00","$2,021.00","$2,563.00","$18,907.00","$13,643.00","3,119",Comment text to 300 characters
12009,9,9,9,15,14,7,12,10,3,11,6,13,3,4,1,2,5,3,1,1,1,1,2,4,3,1,6,5,7,4,7,6,5,4,7,3,19,5,13,9,20,17,0,19,3,0,17,4,7,3,7,5,8,5,6,5,4,4,10,10,4,6,1,4,9,2,8,0,0,6,3,2,0,2,0,5,5,0,0,6,5,4,5,11,7,9,8,2,4,"$1,633.00",0.35,$159.00,$724.00,"7,437","5,883","2,335","5,982","7,103","5,070","$15,918.00","$8,327.00","$7,242.00","$10,883.00","$15,052.00","$15,905.00","$3,798.00","$5,710.00","$15,296.00","9,607",Comment text to 300 characters
22009,14,3,6,10,14,3,8,8,3,8,6,15,15,7,3,4,1,3,5,1,1,5,1,1,3,5,6,5,4,5,6,7,7,5,4,8,1,16,6,14,12,6,6,4,17,7,15,4,1,0,3,1,10,1,3,5,6,8,3,9,10,9,9,9,4,4,3,9,6,4,5,0,1,0,4,2,0,5,2,5,3,5,3,13,1,5,6,12,2,$610.00,0.57,$484.00,$804.00,"7,689","5,161","1,655","6,398","3,964","2,058","$12,605.00","$18,840.00","$12,576.00","$12,648.00","$12,830.00","$20,220.00","$10,127.00","$15,938.00","$6,556.00","2,934",Comment text to 300 characters
32009,12,0,6,8,5,4,0,8,15,15,10,4,0,4,15,5,3,1,3,5,1,5,5,1,2,1,4,7,7,4,4,5,7,4,7,15,13,1,18,10,16,11,0,0,13,17,9,7,7,0,1,10,6,5,4,5,5,6,1,9,4,0,3,3,3,1,0,2,2,4,2,1,0,4,2,2,3,3,2,5,3,2,3,5,9,2,3,8,16,"$1,297.00",0.28,"$1,206.00","$1,713.00","5,275","6,500","6,294","4,905","8,923","2,604","$4,840.00","$16,274.00","$18,313.00","$10,932.00","$11,182.00","$16,137.00","$14,536.00","$9,892.00","$1,007.00","2,872",Comment text to 300 characters
42009,10,1,2,0,7,9,5,11,9,1,5,0,10,6,3,4,4,0,5,2,0,5,4,2,1,3,5,7,4,7,7,5,4,4,5,2,2,17,5,3,2,2,10,16,0,14,0,2,2,9,6,9,3,2,4,0,6,6,6,9,6,1,5,8,2,5,8,4,4,4,1,0,4,6,1,0,2,4,6,1,3,5,0,1,11,4,6,6,24,$806.00,0.83,$124.00,"$2,478.00","7,790","5,377","2,113","9,093","8,149","5,701","$5,374.00","$13,340.00","$14,611.00","$8,710.00","$14,006.00","$9,024.00","$18,477.00","$3,480.00","$8,493.00","6,856",Comment text to 300 characters
52009,4,8,15,11,7,11,5,15,2,6,2,14,4,11,2,1,1,1,1,3,1,3,3,2,2,0,4,7,6,6,7,5,5,6,5,12,9,15,8,3,1,18,4,18,1,19,11,4,10,0,7,9,7,7,0,7,6,3,8,10,10,7,2,10,9,5,4,0,4,2,6,5,2,6,1,1,2,2,4,2,2,6,4,13,10,13,13,4,6,$41.00,1.00,"$1,433.00",$988.00,"9,503","3,448","3,594","1,283","2,284","1,831","$10,038.00","$19,180.00","$10,990.00","$10,568.00",$538.00,"$9,701.00","$3,543.00","$4,520.00","$19,367.00","9,965",Comment text to 300 characters
62009,15,10,15,2,2,2,6,14,8,7,6,10,7,2,10,2,0,0,4,4,1,4,2,2,4,0,6,7,4,4,7,7,6,6,4,12,9,8,11,6,15,4,12,10,12,13,18,10,3,1,3,5,4,8,5,1,1,2,0,3,8,9,3,2,6,4,2,3,1,3,0,1,3,5,2,6,6,5,5,2,4,4,13,8,5,0,4,14,13,"$2,358.00",0.06,"$1,391.00",$752.00,"1,461","1,639","1,962","7,308","3,331","7,885","$8,617.00","$3,722.00",$315.00,"$9,190.00","$6,232.00",$401.00,"$14,654.00","$13,664.00","$4,661.00","9,786",Comment text to 300 characters
72009,14,15,13,13,12,15,1,4,6,13,1,1,14,7,10,3,4,4,3,3,5,1,4,2,5,3,4,4,6,7,6,6,4,7,6,3,10,16,7,3,6,2,14,13,15,14,16,8,0,6,5,2,1,7,8,8,9,8,2,7,9,2,5,4,7,1,1,4,6,0,2,2,0,2,6,2,3,6,6,6,2,0,1,10,3,10,4,0,6,"$2,299.00",0.38,$644.00,"$1,280.00","6,915","7,730","3,919","4,501","8,299","9,201","$13,181.00","$20,176.00","$8,955.00","$5,363.00","$12,072.00","$5,758.00","$1,559.00","$5,006.00","$20,484.00","3,223",Comment text to 300 characters
82009,15,9,10,8,10,8,8,5,11,15,13,6,8,6,14,4,1,5,2,4,5,0,3,1,2,2,7,6,4,6,7,5,5,6,5,12,2,9,5,15,8,15,9,18,15,14,20,4,0,1,3,0,9,8,6,9,5,9,5,10,4,8,9,0,5,7,8,9,6,2,1,6,1,1,5,5,4,1,1,3,0,4,13,15,6,8,0,15,4,"$1,359.00",0.96,$812.00,$253.00,"9,958","2,040","1,913","3,324","5,453","5,460","$7,491.00","$4,679.00","$1,439.00","$7,670.00",$254.00,"$9,384.00","$14,903.00","$10,438.00",$675.00,"8,351",Comment text to 300 characters
92009,11,15,12,6,6,15,7,1,3,6,1,8,15,7,6,0,5,2,0,2,4,2,2,4,2,3,6,5,4,6,6,6,5,6,6,8,16,15,8,1,16,19,5,0,15,16,4,8,5,4,9,2,6,5,8,3,3,9,8,9,10,7,0,3,6,3,7,0,6,0,0,5,2,0,3,4,3,0,0,1,3,2,7,15,6,8,2,13,0,$776.00,0.83,$279.00,"$1,931.00","4,418","5,376","9,407","4,386","6,940","8,561","$6,957.00","$4,613.00","$6,034.00","$11,501.00","$20,082.00","$16,526.00","$2,864.00","$4,677.00","$15,731.00","1,389",Comment text to 300 characters
102009,0,7,3,3,14,14,7,13,13,9,2,13,4,9,14,2,0,4,2,0,4,2,2,0,1,2,7,7,6,6,5,7,4,5,5,9,14,15,20,3,19,1,13,2,7,19,3,6,1,3,1,3,6,7,0,9,8,9,4,10,1,10,3,6,0,9,7,4,4,3,2,2,6,6,4,6,4,1,6,3,1,0,15,5,8,14,7,14,18,$931.00,0.53,"$2,217.00",$87.00,"4,614","8,360","2,142","8,944","9,328",880,"$9,962.00","$10,995.00","$15,784.00",$656.00,"$3,608.00",$125.00,"$10,784.00","$8,621.00","$14,025.00","1,909",Comment text to 300 characters
112009,12,15,9,15,14,8,6,15,6,0,6,5,0,14,6,1,0,4,3,3,2,0,4,2,3,5,7,5,7,5,5,7,7,5,6,14,16,11,0,20,4,14,20,16,1,4,4,3,1,0,7,2,5,9,9,10,5,4,8,10,1,9,10,3,8,8,1,7,2,2,6,4,1,2,3,4,2,2,1,2,3,6,9,4,15,14,15,10,2,$767.00,0.02,$970.00,$585.00,"4,169","9,881","5,950","8,315","3,602","2,845","$13,710.00","$4,071.00","$2,669.00","$3,477.00","$17,690.00","$20,417.00","$4,734.00","$2,017.00","$16,558.00",858,Comment text to 300 characters
122009,9,1,11,4,4,5,14,8,1,12,7,10,15,6,11,0,4,5,4,0,1,1,0,0,3,2,6,5,7,4,7,7,7,4,6,16,6,10,10,18,8,15,20,18,18,19,13,3,9,9,0,0,8,1,5,6,2,10,4,10,3,10,4,8,10,4,2,0,2,0,0,4,6,3,4,0,4,5,5,6,0,2,12,14,4,11,12,11,0,"$1,974.00",0.98,"$1,276.00","$2,168.00","8,110","4,387","6,418","2,449",132,"6,952","$12,935.00","$11,307.00","$4,138.00","$2,497.00","$10,766.00","$16,069.00","$16,197.00","$3,389.00","$15,677.00","1,433",Comment text to 300 characters
12010,12,9,12,9,6,10,12,0,13,11,11,1,13,8,0,5,5,3,5,3,4,3,5,4,4,1,4,4,5,6,4,5,7,6,4,2,14,8,12,15,11,0,18,0,4,17,4,6,5,2,6,9,0,5,1,5,9,2,0,7,1,8,5,10,7,4,5,6,6,1,1,3,5,3,0,6,5,3,6,0,0,0,12,5,0,13,13,8,20,$723.00,0.09,"$1,187.00",$164.00,"6,477","3,229","2,923","4,465","1,712","3,720","$14,578.00","$5,460.00",$345.00,"$10,067.00","$11,933.00","$9,139.00","$16,548.00","$17,699.00","$7,571.00","2,884",Comment text to 300 characters
22010,2,6,12,9,5,3,13,14,11,3,12,10,10,14,13,2,1,3,4,5,4,5,2,5,2,3,6,4,5,5,6,6,6,7,5,13,1,16,15,3,11,18,3,8,16,18,19,9,1,6,2,2,0,5,8,5,4,4,3,1,1,5,7,2,10,2,2,2,3,6,2,2,2,6,3,3,4,4,2,1,5,0,1,2,4,5,9,3,21,$190.00,0.12,$623.00,$372.00,"6,704","9,152","2,276","5,445","1,903","2,423","$3,552.00","$12,362.00","$8,328.00","$5,103.00","$7,664.00","$19,943.00","$14,040.00","$2,780.00","$2,087.00","7,749",Comment text to 300 characters
32010,4,1,7,2,12,13,14,12,0,13,2,2,5,4,4,4,2,2,1,5,5,5,1,1,1,1,7,4,6,4,7,6,4,5,4,17,17,4,20,18,8,4,5,4,17,20,3,6,5,5,5,5,4,6,3,6,4,9,9,0,0,2,0,1,8,2,0,1,3,0,2,1,3,0,1,3,4,1,4,6,0,0,0,0,4,15,0,11,5,"$2,407.00",0.23,"$2,164.00",$406.00,639,"4,463","5,653","2,934",679,"5,900","$18,382.00","$13,441.00","$13,072.00","$10,145.00","$10,947.00","$14,211.00","$6,765.00","$19,605.00","$12,898.00","5,038",Comment text to 300 characters
42010,2,3,13,2,12,12,4,14,15,0,13,12,6,12,10,4,2,4,5,2,5,4,2,4,2,2,5,7,7,4,7,6,4,6,4,4,10,0,2,9,15,16,13,9,7,16,5,10,7,5,1,2,8,4,2,0,1,3,3,10,0,8,9,4,6,1,8,0,0,3,4,6,6,6,4,1,4,1,0,6,6,3,14,14,6,9,7,9,20,"$1,966.00",0.98,"$1,339.00","$1,780.00","1,262","7,734","8,822",43,"5,348","8,017","$3,335.00","$10,112.00","$7,677.00","$7,269.00","$5,786.00","$16,014.00","$13,755.00","$9,571.00","$7,755.00","5,935",Comment text to 300 characters
52010,8,14,8,14,10,15,12,14,11,9,7,11,8,1,10,2,3,4,5,3,5,4,2,4,3,5,5,6,6,4,7,4,6,4,7,3,18,7,2,2,9,6,14,6,1,11,11,5,3,4,7,9,0,6,9,6,4,1,3,4,5,7,1,8,8,2,7,7,6,3,0,1,0,5,5,2,6,0,4,2,0,0,14,13,4,11,4,10,16,"$1,016.00",0.56,$348.00,"$2,196.00","4,926","6,351","8,364","6,697",586,"7,040","$3,332.00","$2,556.00","$19,688.00","$16,858.00","$16,951.00","$16,080.00","$13,279.00","$10,242.00","$6,924.00","6,137",Comment text to 300 characters
62010,3,2,10,14,10,2,9,4,5,4,4,7,1,0,6,3,5,0,2,0,4,3,1,1,2,1,5,6,4,6,4,7,7,5,7,15,13,11,18,14,11,20,20,8,12,10,17,4,9,8,8,7,4,1,10,5,7,5,10,2,9,7,7,3,10,3,7,8,1,0,3,3,2,2,2,0,4,5,5,5,2,3,0,6,3,13,0,4,6,"$2,147.00",0.93,$959.00,$402.00,"2,906","3,031","6,618","4,015","4,389",565,"$18,115.00","$6,471.00","$17,993.00","$9,382.00",$951.00,$307.00,"$9,770.00",$469.00,"$5,623.00","5,401",Comment text to 300 characters
72010,11,3,2,2,14,2,12,10,12,15,6,7,2,10,3,1,5,1,3,1,1,4,1,5,1,4,6,5,5,7,6,6,4,4,5,12,12,10,20,8,3,16,19,8,3,2,15,7,7,1,9,4,1,7,9,2,2,9,7,4,3,7,1,0,6,5,7,8,2,1,2,3,4,0,5,4,3,4,5,5,0,1,14,2,11,6,13,14,14,"$2,124.00",0.05,"$1,347.00","$1,311.00","9,420",68,"8,869","9,604","4,255","1,353","$13,276.00","$13,432.00",$401.00,"$1,021.00","$2,093.00","$1,737.00","$19,684.00","$3,412.00","$19,806.00","2,882",Comment text to 300 characters
82010,15,3,4,12,3,13,9,9,7,3,6,14,3,15,11,1,3,0,2,4,5,0,1,0,5,1,6,5,5,5,6,7,4,5,7,20,11,20,10,8,17,20,9,15,6,10,6,5,4,3,0,10,1,9,0,10,4,6,5,8,9,0,3,4,9,2,5,10,3,3,2,5,2,0,1,5,4,0,5,6,4,1,15,9,11,14,9,13,15,$183.00,0.80,"$2,499.00","$1,420.00",42,"1,755","1,314","8,336","5,480","8,999",$106.00,"$5,640.00","$8,655.00","$15,112.00","$19,271.00","$7,072.00","$1,113.00","$14,160.00","$9,617.00",550,Comment text to 300 characters
92010,14,13,5,1,6,7,9,11,6,5,8,0,8,12,4,0,5,1,1,5,3,4,5,0,4,3,4,4,4,7,7,6,4,7,4,19,7,14,0,13,19,6,9,0,1,3,13,7,6,5,1,6,8,7,3,2,2,2,8,7,7,4,9,6,4,10,9,6,3,3,3,1,5,6,2,6,3,1,3,5,2,0,6,5,6,12,14,3,7,$825.00,0.09,"$1,849.00",$214.00,"5,772","8,635",939,"9,436","7,609","8,633","$19,087.00","$10,158.00","$15,913.00","$20,185.00","$6,015.00","$9,399.00","$5,179.00","$19,026.00","$1,662.00","9,733",Comment text to 300 characters
102010,8,9,7,1,6,4,15,4,8,8,3,14,0,6,7,3,0,3,0,0,4,1,1,3,1,5,7,6,4,5,5,6,7,5,5,19,4,14,0,19,10,2,6,11,6,14,19,5,7,0,1,10,0,1,10,4,10,7,3,8,9,9,7,0,6,0,1,5,0,6,1,0,6,0,6,5,4,5,2,4,0,0,11,7,0,3,5,13,20,"$1,994.00",0.05,"$1,044.00",$617.00,601,245,"7,579","6,721","9,129","2,203","$11,063.00","$3,302.00",$640.00,"$16,564.00","$8,313.00","$9,606.00","$13,726.00","$18,186.00","$1,210.00","7,114",Comment text to 300 characters
112010,2,9,2,0,5,0,10,13,3,13,15,10,6,2,2,0,3,1,2,4,4,1,1,1,4,2,6,5,7,6,4,7,5,5,7,1,12,2,16,13,6,11,0,19,2,19,1,10,3,6,7,5,5,8,2,10,6,4,3,0,0,8,1,7,2,9,3,10,0,5,2,2,2,2,2,4,5,1,0,1,6,6,10,7,12,1,15,2,12,"$2,477.00",0.03,$203.00,"$1,794.00","5,234","9,621","5,526","8,893","5,277","8,181","$9,542.00","$14,261.00","$12,263.00","$12,624.00","$3,775.00","$1,187.00","$2,135.00","$10,716.00","$20,040.00",922,Comment text to 300 characters
122010,11,2,6,13,1,5,0,8,14,12,1,5,0,3,13,1,2,0,3,1,5,2,5,3,1,1,4,5,4,4,6,5,4,5,6,13,3,16,19,11,3,12,10,9,8,18,17,6,1,6,2,1,6,4,3,4,2,2,4,6,8,0,10,1,9,5,5,10,6,6,5,2,5,4,5,4,2,0,6,6,4,0,1,8,4,7,2,9,22,"$1,928.00",0.34,"$1,055.00","$2,322.00","1,738","8,317","6,109","4,946","9,283","2,517","$11,708.00","$13,140.00","$15,510.00",$718.00,"$6,663.00","$9,072.00",$36.00,"$6,171.00","$14,648.00","3,308",Comment text to 300 characters
12011,5,15,3,9,6,13,12,12,13,7,15,4,11,11,8,0,1,2,1,1,3,2,3,2,4,2,6,5,5,7,6,7,6,7,6,9,10,19,18,5,14,4,16,6,14,6,3,10,6,1,5,9,0,7,4,0,9,8,8,6,2,7,1,5,4,0,2,0,1,6,1,2,4,0,5,2,2,4,0,0,2,6,7,6,3,9,4,11,24,"$2,489.00",0.02,"$1,399.00","$1,796.00","2,475","5,944","7,333","3,779","3,681","9,580",$324.00,"$18,006.00","$5,614.00","$16,775.00","$18,716.00","$7,505.00","$9,010.00","$8,536.00","$1,078.00","1,225",Comment text to 300 characters
22011,6,11,8,6,13,7,13,11,13,14,12,0,4,11,12,4,3,3,4,3,1,4,4,4,3,1,7,4,7,5,7,7,6,5,5,16,19,17,19,15,3,9,15,4,8,15,9,10,10,6,7,9,7,1,4,5,4,6,3,5,10,10,0,2,3,7,6,2,6,3,4,2,1,4,4,4,2,6,6,1,4,1,13,14,14,14,7,2,5,$215.00,0.29,"$1,102.00","$1,025.00","4,152","7,426","3,708","1,477","6,868","6,604","$5,845.00","$15,472.00","$5,920.00","$14,307.00",$253.00,"$18,423.00","$17,722.00","$19,588.00","$6,262.00","6,105",Comment text to 300 characters
32011,9,11,10,11,11,8,7,10,0,0,7,4,7,4,1,1,1,3,0,0,3,2,4,0,4,0,4,7,6,7,7,6,6,4,6,12,14,17,0,15,11,17,3,9,14,0,15,3,7,9,10,0,8,5,8,5,1,1,1,6,6,9,5,10,3,8,0,3,5,4,0,5,1,6,5,3,5,4,0,0,4,1,0,14,2,3,3,0,6,$324.00,0.63,$680.00,"$1,577.00","9,147","7,744",904,"1,545","2,271","8,421","$15,949.00","$17,701.00","$7,153.00","$1,183.00","$18,122.00","$7,911.00","$13,874.00","$8,713.00","$18,752.00","8,583",Comment text to 300 characters
42011,1,11,7,13,10,8,9,12,9,12,4,14,9,8,5,4,4,3,0,4,3,5,0,2,2,0,6,5,4,7,5,6,4,6,4,18,20,19,18,10,15,9,7,8,10,18,3,6,4,2,2,3,0,7,10,9,0,2,7,10,6,1,3,5,4,1,5,7,0,1,1,4,0,1,4,4,1,1,3,4,0,6,3,7,7,14,9,5,2,$404.00,0.77,"$1,142.00","$1,472.00","4,106","7,939","8,276","3,171","8,736","1,498","$19,280.00","$15,413.00","$18,335.00","$1,221.00","$20,497.00",$931.00,"$15,268.00","$19,417.00","$14,171.00","6,296",Comment text to 300 characters
52011,8,12,8,4,15,9,7,13,14,6,8,10,0,8,4,2,2,2,3,2,3,2,3,1,3,1,5,6,4,4,6,7,5,6,6,0,18,6,18,6,10,14,19,15,18,2,14,3,3,10,10,8,10,7,0,0,9,9,9,8,0,4,4,2,9,7,5,4,6,2,4,3,6,1,4,4,1,0,1,4,2,3,6,7,3,6,1,10,15,$176.00,0.88,$855.00,$209.00,"9,967","9,023","8,163","4,580","6,533","7,221","$8,696.00","$15,941.00","$14,092.00","$13,832.00","$12,003.00","$8,750.00","$16,480.00","$7,006.00","$18,177.00","9,361",Comment text to 300 characters
62011,12,13,9,5,9,11,2,10,13,2,1,14,11,1,1,3,1,2,5,4,5,2,0,3,5,0,5,7,6,6,5,4,6,6,7,1,8,1,8,4,14,12,12,5,3,11,6,8,7,3,0,2,8,2,9,8,0,3,9,10,6,2,5,3,6,3,6,2,3,1,1,6,6,3,4,6,5,0,6,2,2,3,12,10,11,8,5,14,11,"$2,497.00",0.28,$769.00,"$1,540.00","4,869",179,"3,922","7,594",29,"5,429","$20,319.00","$5,488.00","$15,466.00","$8,235.00","$9,545.00","$18,007.00","$1,586.00","$18,167.00","$12,224.00","6,560",Comment text to 300 characters
